# StainedGlass Shader Profiler
# Configuration: Hybrid
# BoidCount: 500
# GPU: Apple M2
# CPU: Apple M2
# RAM_MB: 16384
# UnityVersion: 6000.3.8f1
# Recorded: 2026-04-27 15:50:04
Frame,GPU_ms,RenderThread_ms,BoidCount,Configuration,IsolationActive
459,4.495,0.000,500,Hybrid,0
460,4.781,0.000,500,Hybrid,0
461,5.094,0.000,500,Hybrid,0
462,4.986,0.000,500,Hybrid,0
463,4.863,0.000,500,Hybrid,0
464,4.841,0.000,500,Hybrid,0
465,5.813,0.000,500,Hybrid,0
466,4.734,0.000,500,Hybrid,0
467,4.307,0.000,500,Hybrid,0
468,5.149,0.000,500,Hybrid,0
469,5.095,0.000,500,Hybrid,0
470,4.936,0.000,500,Hybrid,0
471,4.637,0.000,500,Hybrid,0
472,4.436,0.000,500,Hybrid,0
473,3.008,0.000,500,Hybrid,0
474,2.911,0.000,500,Hybrid,0
475,3.205,0.000,500,Hybrid,0
476,3.101,0.000,500,Hybrid,0
477,3.131,0.000,500,Hybrid,0
478,3.057,0.000,500,Hybrid,0
479,2.983,0.000,500,Hybrid,0
480,3.036,0.000,500,Hybrid,0
481,3.180,0.000,500,Hybrid,0
482,2.743,0.000,500,Hybrid,0
483,2.708,0.000,500,Hybrid,0
484,2.660,0.000,500,Hybrid,0
485,2.881,0.000,500,Hybrid,0
486,2.912,0.000,500,Hybrid,0
487,2.850,0.000,500,Hybrid,0
488,2.797,0.000,500,Hybrid,0
489,1.995,0.000,500,Hybrid,0
490,2.767,0.000,500,Hybrid,0
491,2.622,0.000,500,Hybrid,0
492,2.611,0.000,500,Hybrid,0
493,2.622,0.000,500,Hybrid,0
494,2.549,0.000,500,Hybrid,0
495,2.668,0.000,500,Hybrid,0
496,2.657,0.000,500,Hybrid,0
497,2.532,0.000,500,Hybrid,0
498,2.524,0.000,500,Hybrid,0
499,2.486,0.000,500,Hybrid,0
500,2.680,0.000,500,Hybrid,0
501,2.567,0.000,500,Hybrid,0
502,2.587,0.000,500,Hybrid,0
503,2.592,0.000,500,Hybrid,0
504,2.578,0.000,500,Hybrid,0
505,2.878,0.000,500,Hybrid,0
506,3.002,0.000,500,Hybrid,0
507,2.677,0.000,500,Hybrid,0
508,2.595,0.000,500,Hybrid,0
509,2.588,0.000,500,Hybrid,0
510,2.641,0.000,500,Hybrid,0
511,2.748,0.000,500,Hybrid,0
512,2.734,0.000,500,Hybrid,0
513,2.260,0.000,500,Hybrid,0
514,2.401,0.000,500,Hybrid,0
515,2.377,0.000,500,Hybrid,0
516,2.641,0.000,500,Hybrid,0
517,2.692,0.000,500,Hybrid,0
518,2.704,0.000,500,Hybrid,0
519,2.638,0.000,500,Hybrid,0
520,2.596,0.000,500,Hybrid,0
521,2.753,0.000,500,Hybrid,0
522,2.648,0.000,500,Hybrid,0
523,2.436,0.000,500,Hybrid,0
524,2.381,0.000,500,Hybrid,0
